iso3,country_name,indicator,year,human_development_index
ITA,Italy,se_f,2016,75.20074463
LTU,Lithuania,se_f,2016,93.66271973
LUX,Luxembourg,se_f,2016,100.0
LVA,Latvia,se_f,2016,99.39447784
MKD,North Macedonia,se_f,2016,57.07087114
MLT,Malta,se_f,2016,74.28941345
MNE,Montenegro,se_f,2016,89.25698891
NLD,Netherlands,se_f,2016,87.91226959
NOR,Norway,se_f,2016,99.13166046
POL,Poland,se_f,2016,82.85308838
PRT,Portugal,se_f,2016,53.63211823
ROU,Romania,se_f,2016,87.18482208
SRB,Serbia,se_f,2016,85.71534729
SVK,Slovakia,se_f,2016,99.14839935
SVN,Slovenia,se_f,2016,96.99318695
SWE,Sweden,se_f,2016,90.251091
UKR,Ukraine,se_f,2016,97.72103708
ALB,Albania,se_f,2017,94.5637712
AUT,Austria,se_f,2017,100.0
BEL,Belgium,se_f,2017,84.72241211
BGR,Bulgaria,se_f,2017,94.43895721
BIH,Bosnia and Herzegovina,se_f,2017,73.52502441
CHE,Switzerland,se_f,2017,96.5544281
CYP,Cyprus,se_f,2017,79.1149826
CZE,Czechia,se_f,2017,99.88279724
DEU,Germany,se_f,2017,96.16706467
DNK,Denmark,se_f,2017,93.04087448
ESP,Spain,se_f,2017,74.34022141
EST,Estonia,se_f,2017,96.1095295
FIN,Finland,se_f,2017,98.2494532
FRA,France,se_f,2017,81.89292145
GBR,United Kingdom,se_f,2017,99.70497131
GRC,Greece,se_f,2017,63.59547043
HRV,Croatia,se_f,2017,93.87849968
HUN,Hungary,se_f,2017,96.60194206
IRL,Ireland,se_f,2017,87.21855927
ISL,Iceland,se_f,2017,98.78835733
ITA,Italy,se_f,2017,76.05737305
LTU,Lithuania,se_f,2017,94.29904175
LUX,Luxembourg,se_f,2017,100.0
LVA,Latvia,se_f,2017,99.50154845
MKD,North Macedonia,se_f,2017,58.27878126
MLT,Malta,se_f,2017,76.49864578
MNE,Montenegro,se_f,2017,90.26428298
NLD,Netherlands,se_f,2017,88.46461487
NOR,Norway,se_f,2017,99.13868713
POL,Poland,se_f,2017,83.76936722
PRT,Portugal,se_f,2017,54.38360977
ROU,Romania,se_f,2017,87.89743042
SRB,Serbia,se_f,2017,86.30764771
SVK,Slovakia,se_f,2017,99.20639038
SVN,Slovenia,se_f,2017,97.24910736
SWE,Sweden,se_f,2017,90.81018829
UKR,Ukraine,se_f,2017,97.20399455
ALB,Albania,se_f,2018,94.97563834
AUT,Austria,se_f,2018,100.0
BEL,Belgium,se_f,2018,85.96636581
BGR,Bulgaria,se_f,2018,94.58728536
BIH,Bosnia and Herzegovina,se_f,2018,73.99214935
CHE,Switzerland,se_f,2018,96.66664886
CYP,Cyprus,se_f,2018,79.93713379
CZE,Czechia,se_f,2018,99.8598671
DEU,Germany,se_f,2018,96.12117004
DNK,Denmark,se_f,2018,93.76072693
ESP,Spain,se_f,2018,75.37000275
EST,Estonia,se_f,2018,96.59082413
FIN,Finland,se_f,2018,98.5380104
FRA,France,se_f,2018,82.71476746
GBR,United Kingdom,se_f,2018,99.73677063
GRC,Greece,se_f,2018,65.68370056
HRV,Croatia,se_f,2018,95.41595281
HUN,Hungary,se_f,2018,96.93900681
IRL,Ireland,se_f,2018,87.67189212
ISL,Iceland,se_f,2018,99.09600285
ITA,Italy,se_f,2018,76.91400146
LTU,Lithuania,se_f,2018,94.71080017
LUX,Luxembourg,se_f,2018,100.0
LVA,Latvia,se_f,2018,99.60873439
MKD,North Macedonia,se_f,2018,59.48669137
MLT,Malta,se_f,2018,78.70787811
MNE,Montenegro,se_f,2018,91.28294468
NLD,Netherlands,se_f,2018,89.01696014
NOR,Norway,se_f,2018,99.11645508
POL,Poland,se_f,2018,84.68564606
PRT,Portugal,se_f,2018,53.86537933
ROU,Romania,se_f,2018,88.35741425
SRB,Serbia,se_f,2018,87.44124985
SVK,Slovakia,se_f,2018,99.21383667
SVN,Slovenia,se_f,2018,97.43109894
SWE,Sweden,se_f,2018,91.30929565
UKR,Ukraine,se_f,2018,96.68695203
ALB,Albania,se_f,2019,95.38750547
AUT,Austria,se_f,2019,100.0
BEL,Belgium,se_f,2019,87.21031952
BGR,Bulgaria,se_f,2019,94.73561351
BIH,Bosnia and Herzegovina,se_f,2019,78.36536789
CHE,Switzerland,se_f,2019,96.8586731
CYP,Cyprus,se_f,2019,80.537323
CZE,Czechia,se_f,2019,99.83693695
DEU,Germany,se_f,2019,96.07321988
DNK,Denmark,se_f,2019,94.41399384
ESP,Spain,se_f,2019,76.95236588
EST,Estonia,se_f,2019,97.07211876
FIN,Finland,se_f,2019,98.9862418
FRA,France,se_f,2019,83.53661346
GBR,United Kingdom,se_f,2019,99.76856995
GRC,Greece,se_f,2019,67.77193069
HRV,Croatia,se_f,2019,96.9785849
HUN,Hungary,se_f,2019,97.27607155
IRL,Ireland,se_f,2019,88.12758125
ISL,Iceland,se_f,2019,99.40364838
ITA,Italy,se_f,2019,77.77062988
LTU,Lithuania,se_f,2019,95.12255859
LUX,Luxembourg,se_f,2019,100.0
LVA,Latvia,se_f,2019,99.7160358
MKD,North Macedonia,se_f,2019,60.69460148
MLT,Malta,se_f,2019,80.44548416
MNE,Montenegro,se_f,2019,92.31310231
NLD,Netherlands,se_f,2019,89.41257477
NOR,Norway,se_f,2019,99.09422302
POL,Poland,se_f,2019,85.6019249
PRT,Portugal,se_f,2019,57.4131813
ROU,Romania,se_f,2019,88.81739807
SRB,Serbia,se_f,2019,88.57485199
SVK,Slovakia,se_f,2019,98.86412048
SVN,Slovenia,se_f,2019,97.61309052
SWE,Sweden,se_f,2019,91.80840302
UKR,Ukraine,se_f,2019,96.1699095
ALB,Albania,se_f,2020,95.38750547
AUT,Austria,se_f,2020,100.0
BEL,Belgium,se_f,2020,87.21031952
BGR,Bulgaria,se_f,2020,94.88394165
BIH,Bosnia and Herzegovina,se_f,2020,82.73858643
CHE,Switzerland,se_f,2020,96.8586731
CYP,Cyprus,se_f,2020,81.13751221
CZE,Czechia,se_f,2020,99.83693695
DEU,Germany,se_f,2020,96.07321988
DNK,Denmark,se_f,2020,95.06726074
ESP,Spain,se_f,2020,78.534729
EST,Estonia,se_f,2020,97.55341339
FIN,Finland,se_f,2020,98.9862418
FRA,France,se_f,2020,83.53661346
GBR,United Kingdom,se_f,2020,99.80036926
GRC,Greece,se_f,2020,69.86016083
HRV,Croatia,se_f,2020,96.9785849
HUN,Hungary,se_f,2020,97.61313629
IRL,Ireland,se_f,2020,88.12758125
ISL,Iceland,se_f,2020,99.76841736
ITA,Italy,se_f,2020,78.6272583
LTU,Lithuania,se_f,2020,95.53431702
LUX,Luxembourg,se_f,2020,100.0
LVA,Latvia,se_f,2020,99.7160358
MKD,North Macedonia,se_f,2020,61.9025116
MLT,Malta,se_f,2020,82.18309021
MNE,Montenegro,se_f,2020,92.31310231
NLD,Netherlands,se_f,2020,89.80818939
NOR,Norway,se_f,2020,99.09422302
POL,Poland,se_f,2020,86.51820374
PRT,Portugal,se_f,2020,59.74694061
ROU,Romania,se_f,2020,88.81739807
SRB,Serbia,se_f,2020,88.57485199
SVK,Slovakia,se_f,2020,98.86412048
SVN,Slovenia,se_f,2020,97.61309052
SWE,Sweden,se_f,2020,91.80840302
UKR,Ukraine,se_f,2020,96.1699095
ALB,Albania,se_f,2021,95.38750547
AUT,Austria,se_f,2021,100.0
BEL,Belgium,se_f,2021,87.21031952
BGR,Bulgaria,se_f,2021,94.88394165
BIH,Bosnia and Herzegovina,se_f,2021,82.73858643
CHE,Switzerland,se_f,2021,96.8586731
CYP,Cyprus,se_f,2021,81.13751221
CZE,Czechia,se_f,2021,99.83693695
DEU,Germany,se_f,2021,96.07321988
DNK,Denmark,se_f,2021,95.06726074
ESP,Spain,se_f,2021,78.534729
EST,Estonia,se_f,2021,97.55341339
FIN,Finland,se_f,2021,98.9862418
FRA,France,se_f,2021,83.53661346
GBR,United Kingdom,se_f,2021,99.80036926
GRC,Greece,se_f,2021,69.86016083
HRV,Croatia,se_f,2021,96.9785849
HUN,Hungary,se_f,2021,97.61313629
IRL,Ireland,se_f,2021,88.12758125
ISL,Iceland,se_f,2021,99.76841736
ITA,Italy,se_f,2021,78.6272583
LTU,Lithuania,se_f,2021,95.53431702
LUX,Luxembourg,se_f,2021,100.0
LVA,Latvia,se_f,2021,99.7160358
MKD,North Macedonia,se_f,2021,61.9025116
MLT,Malta,se_f,2021,82.18309021
MNE,Montenegro,se_f,2021,92.31310231
NLD,Netherlands,se_f,2021,89.80818939
NOR,Norway,se_f,2021,99.09422302
POL,Poland,se_f,2021,86.51820374
PRT,Portugal,se_f,2021,59.74694061
ROU,Romania,se_f,2021,88.81739807
SRB,Serbia,se_f,2021,88.57485199
SVK,Slovakia,se_f,2021,98.86412048
SVN,Slovenia,se_f,2021,97.61309052
SWE,Sweden,se_f,2021,91.80840302
UKR,Ukraine,se_f,2021,96.1699095
ALB,Albania,se_m,2015,92.49715635
AUT,Austria,se_m,2015,100.0
BEL,Belgium,se_m,2015,86.67337799
BGR,Bulgaria,se_m,2015,96.06474304
BIH,Bosnia and Herzegovina,se_m,2015,85.99575043
CHE,Switzerland,se_m,2015,97.46321106
CYP,Cyprus,se_m,2015,80.65959167
CZE,Czechia,se_m,2015,99.78900909
DEU,Germany,se_m,2015,97.00937653
DNK,Denmark,se_m,2015,92.50572205
ESP,Spain,se_m,2015,77.63346863
EST,Estonia,se_m,2015,96.4086113
FIN,Finland,se_m,2015,95.734227
FRA,France,se_m,2015,85.92578888
GBR,United Kingdom,se_m,2015,99.88157908
GRC,Greece,se_m,2015,73.20011902
HRV,Croatia,se_m,2015,97.12819313
HUN,Hungary,se_m,2015,97.96878815
IRL,Ireland,se_m,2015,84.14602153
ISL,Iceland,se_m,2015,98.44537027
ITA,Italy,se_m,2015,82.96917725
LTU,Lithuania,se_m,2015,96.35733795
LUX,Luxembourg,se_m,2015,100.0
LVA,Latvia,se_m,2015,99.0803833
MKD,North Macedonia,se_m,2015,69.70355415
MLT,Malta,se_m,2015,81.97094727
MNE,Montenegro,se_m,2015,97.01728514
NLD,Netherlands,se_m,2015,91.53105927
NOR,Norway,se_m,2015,99.34053802
POL,Poland,se_m,2015,87.51208496
PRT,Portugal,se_m,2015,53.43534851
ROU,Romania,se_m,2015,92.69902802
SRB,Serbia,se_m,2015,93.01815033
SVK,Slovakia,se_m,2015,99.43589783
SVN,Slovenia,se_m,2015,98.93048096
SWE,Sweden,se_m,2015,90.37380981
UKR,Ukraine,se_m,2015,97.33232444
ALB,Albania,se_m,2016,92.63247089
AUT,Austria,se_m,2016,100.0
BEL,Belgium,se_m,2016,87.10012054
BGR,Bulgaria,se_m,2016,96.21652985
BIH,Bosnia and Herzegovina,se_m,2016,90.04383087
CHE,Switzerland,se_m,2016,97.35919952
CYP,Cyprus,se_m,2016,82.55751038
CZE,Czechia,se_m,2016,99.77404022
DEU,Germany,se_m,2016,96.82961273
DNK,Denmark,se_m,2016,92.5734024
ESP,Spain,se_m,2016,78.44979095
EST,Estonia,se_m,2016,96.75554352
FIN,Finland,se_m,2016,96.375268
FRA,France,se_m,2016,86.48799896
GBR,United Kingdom,se_m,2016,99.83698018
GRC,Greece,se_m,2016,68.34368896
HRV,Croatia,se_m,2016,97.98595382
HUN,Hungary,se_m,2016,98.23068237
IRL,Ireland,se_m,2016,84.59449132
ISL,Iceland,se_m,2016,98.63140433
ITA,Italy,se_m,2016,83.59380341
LTU,Lithuania,se_m,2016,97.0976181
LUX,Luxembourg,se_m,2016,100.0
LVA,Latvia,se_m,2016,99.05789948
MKD,North Macedonia,se_m,2016,70.78835297
MLT,Malta,se_m,2016,82.16909027
MNE,Montenegro,se_m,2016,97.56870598
NLD,Netherlands,se_m,2016,91.58830261
NOR,Norway,se_m,2016,99.33878326
POL,Poland,se_m,2016,88.08009338
PRT,Portugal,se_m,2016,54.84428024
ROU,Romania,se_m,2016,93.06764221
SRB,Serbia,se_m,2016,93.61316681
SVK,Slovakia,se_m,2016,99.47265625
SVN,Slovenia,se_m,2016,98.27146912
SWE,Sweden,se_m,2016,90.8429718
UKR,Ukraine,se_m,2016,96.94830961
ALB,Albania,se_m,2017,92.76778544
AUT,Austria,se_m,2017,100.0
BEL,Belgium,se_m,2017,88.38186646
BGR,Bulgaria,se_m,2017,96.42636108
BIH,Bosnia and Herzegovina,se_m,2017,89.68228531
CHE,Switzerland,se_m,2017,97.44011307
CYP,Cyprus,se_m,2017,83.16139603
CZE,Czechia,se_m,2017,99.76956177
DEU,Germany,se_m,2017,96.6905098
DNK,Denmark,se_m,2017,93.21551514
ESP,Spain,se_m,2017,79.34366608
EST,Estonia,se_m,2017,97.10247574
FIN,Finland,se_m,2017,96.935139
FRA,France,se_m,2017,86.79009247
GBR,United Kingdom,se_m,2017,99.79238129
GRC,Greece,se_m,2017,70.70523834
HRV,Croatia,se_m,2017,98.85128959
HUN,Hungary,se_m,2017,98.38039398
IRL,Ireland,se_m,2017,85.04296112
ISL,Iceland,se_m,2017,98.8174384
ITA,Italy,se_m,2017,84.21842957
LTU,Lithuania,se_m,2017,97.24286652
LUX,Luxembourg,se_m,2017,100.0
LVA,Latvia,se_m,2017,99.1295118
MKD,North Macedonia,se_m,2017,71.87315178
MLT,Malta,se_m,2017,83.87121201
MNE,Montenegro,se_m,2017,98.12326095
NLD,Netherlands,se_m,2017,91.68022537
NOR,Norway,se_m,2017,99.34426117
POL,Poland,se_m,2017,88.74251556
PRT,Portugal,se_m,2017,56.11339951
ROU,Romania,se_m,2017,93.39302063
SRB,Serbia,se_m,2017,93.61760712
SVK,Slovakia,se_m,2017,99.3611908
SVN,Slovenia,se_m,2017,98.32048035
SWE,Sweden,se_m,2017,91.32935333
UKR,Ukraine,se_m,2017,96.56429477
ALB,Albania,se_m,2018,92.90309998
AUT,Austria,se_m,2018,100.0
BEL,Belgium,se_m,2018,89.04353714
BGR,Bulgaria,se_m,2018,96.46450297
BIH,Bosnia and Herzegovina,se_m,2018,89.32073975
CHE,Switzerland,se_m,2018,97.52102661
CYP,Cyprus,se_m,2018,83.76528168
CZE,Czechia,se_m,2018,99.77514267
DEU,Germany,se_m,2018,96.55140686
DNK,Denmark,se_m,2018,93.85762787
ESP,Spain,se_m,2018,80.2375412
EST,Estonia,se_m,2018,97.44940796
FIN,Finland,se_m,2018,97.77937
FRA,France,se_m,2018,87.34065628
GBR,United Kingdom,se_m,2018,99.79655711
GRC,Greece,se_m,2018,73.06678772
HRV,Croatia,se_m,2018,99.72426733
HUN,Hungary,se_m,2018,98.53010559
IRL,Ireland,se_m,2018,85.49866608
ISL,Iceland,se_m,2018,99.00347246
ITA,Italy,se_m,2018,84.84305573
LTU,Lithuania,se_m,2018,97.46475983
LUX,Luxembourg,se_m,2018,100.0
LVA,Latvia,se_m,2018,99.2011759
MKD,North Macedonia,se_m,2018,72.95795059
MLT,Malta,se_m,2018,85.57333374
MNE,Montenegro,se_m,2018,98.68096787
NLD,Netherlands,se_m,2018,91.77214813
NOR,Norway,se_m,2018,99.31391144
POL,Poland,se_m,2018,89.40493774
PRT,Portugal,se_m,2018,54.81407928
ROU,Romania,se_m,2018,93.54784393
SRB,Serbia,se_m,2018,94.45916367
SVK,Slovakia,se_m,2018,99.32801819
SVN,Slovenia,se_m,2018,98.53240967
SWE,Sweden,se_m,2018,91.77702713
UKR,Ukraine,se_m,2018,96.18027994
ALB,Albania,se_m,2019,93.03841453
AUT,Austria,se_m,2019,100.0
BEL,Belgium,se_m,2019,89.70520782
BGR,Bulgaria,se_m,2019,96.50264486
BIH,Bosnia and Herzegovina,se_m,2019,91.67272949
CHE,Switzerland,se_m,2019,97.53341675
CYP,Cyprus,se_m,2019,84.29122925
CZE,Czechia,se_m,2019,99.78072357
DEU,Germany,se_m,2019,96.46214387
DNK,Denmark,se_m,2019,94.54786301
ESP,Spain,se_m,2019,81.70017242
EST,Estonia,se_m,2019,97.79634018
FIN,Finland,se_m,2019,98.45397
FRA,France,se_m,2019,87.89122009
GBR,United Kingdom,se_m,2019,99.80073293
GRC,Greece,se_m,2019,75.4283371
HRV,Croatia,se_m,2019,100.0
HUN,Hungary,se_m,2019,98.6798172
IRL,Ireland,se_m,2019,85.95681296
ISL,Iceland,se_m,2019,99.18950653
ITA,Italy,se_m,2019,85.46768188
LTU,Lithuania,se_m,2019,97.68665314
LUX,Luxembourg,se_m,2019,100.0
LVA,Latvia,se_m,2019,99.27289181
MKD,North Macedonia,se_m,2019,74.0427494
MLT,Malta,se_m,2019,86.83032608
MNE,Montenegro,se_m,2019,99.24184464
NLD,Netherlands,se_m,2019,92.22343826
NOR,Norway,se_m,2019,99.28356171
POL,Poland,se_m,2019,90.06735992
PRT,Portugal,se_m,2019,58.58760834
ROU,Romania,se_m,2019,93.70266724
SRB,Serbia,se_m,2019,95.30072021
SVK,Slovakia,se_m,2019,99.18135071
SVN,Slovenia,se_m,2019,98.74433899
SWE,Sweden,se_m,2019,92.22470093
UKR,Ukraine,se_m,2019,95.79626511
ALB,Albania,se_m,2020,93.03841453
AUT,Austria,se_m,2020,100.0
BEL,Belgium,se_m,2020,89.70520782
BGR,Bulgaria,se_m,2020,96.54078674
BIH,Bosnia and Herzegovina,se_m,2020,94.02471924
CHE,Switzerland,se_m,2020,97.53341675
CYP,Cyprus,se_m,2020,84.81717682
CZE,Czechia,se_m,2020,99.78072357
DEU,Germany,se_m,2020,96.46214387
DNK,Denmark,se_m,2020,95.23809814
ESP,Spain,se_m,2020,83.16280365
EST,Estonia,se_m,2020,98.1432724
FIN,Finland,se_m,2020,98.45397
FRA,France,se_m,2020,87.89122009
GBR,United Kingdom,se_m,2020,99.80490875
GRC,Greece,se_m,2020,77.78988647
HRV,Croatia,se_m,2020,100.0
HUN,Hungary,se_m,2020,98.82952881
IRL,Ireland,se_m,2020,85.95681296
ISL,Iceland,se_m,2020,99.66255188
ITA,Italy,se_m,2020,86.09230804
LTU,Lithuania,se_m,2020,97.90854645
LUX,Luxembourg,se_m,2020,100.0
LVA,Latvia,se_m,2020,99.27289181
MKD,North Macedonia,se_m,2020,75.12754822
MLT,Malta,se_m,2020,88.08731842
MNE,Montenegro,se_m,2020,99.24184464
NLD,Netherlands,se_m,2020,92.67472839
NOR,Norway,se_m,2020,99.28356171
POL,Poland,se_m,2020,90.7297821
PRT,Portugal,se_m,2020,61.92316818
ROU,Romania,se_m,2020,93.70266724
SRB,Serbia,se_m,2020,95.30072021
SVK,Slovakia,se_m,2020,99.18135071
SVN,Slovenia,se_m,2020,98.74433899
SWE,Sweden,se_m,2020,92.22470093
UKR,Ukraine,se_m,2020,95.79626511
ALB,Albania,se_m,2021,93.03841453
AUT,Austria,se_m,2021,100.0
BEL,Belgium,se_m,2021,89.70520782
BGR,Bulgaria,se_m,2021,96.54078674
BIH,Bosnia and Herzegovina,se_m,2021,94.02471924
CHE,Switzerland,se_m,2021,97.53341675
CYP,Cyprus,se_m,2021,84.81717682
CZE,Czechia,se_m,2021,99.78072357
DEU,Germany,se_m,2021,96.46214387
DNK,Denmark,se_m,2021,95.23809814
ESP,Spain,se_m,2021,83.16280365
EST,Estonia,se_m,2021,98.1432724
FIN,Finland,se_m,2021,98.45397
FRA,France,se_m,2021,87.89122009
GBR,United Kingdom,se_m,2021,99.80490875
GRC,Greece,se_m,2021,77.78988647
HRV,Croatia,se_m,2021,100.0
HUN,Hungary,se_m,2021,98.82952881
IRL,Ireland,se_m,2021,85.95681296
ISL,Iceland,se_m,2021,99.66255188
ITA,Italy,se_m,2021,86.09230804
LTU,Lithuania,se_m,2021,97.90854645
LUX,Luxembourg,se_m,2021,100.0
LVA,Latvia,se_m,2021,99.27289181
MKD,North Macedonia,se_m,2021,75.12754822
MLT,Malta,se_m,2021,88.08731842
MNE,Montenegro,se_m,2021,99.24184464
NLD,Netherlands,se_m,2021,92.67472839
NOR,Norway,se_m,2021,99.28356171
POL,Poland,se_m,2021,90.7297821
PRT,Portugal,se_m,2021,61.92316818
ROU,Romania,se_m,2021,93.70266724
SRB,Serbia,se_m,2021,95.30072021
SVK,Slovakia,se_m,2021,99.18135071
SVN,Slovenia,se_m,2021,98.74433899
SWE,Sweden,se_m,2021,92.22470093
UKR,Ukraine,se_m,2021,95.79626511
ALB,Albania,pr_f,2015,20.71428571
AUT,Austria,pr_f,2015,30.32786885
BEL,Belgium,pr_f,2015,42.38095238
BGR,Bulgaria,pr_f,2015,20.41666667
BIH,Bosnia and Herzegovina,pr_f,2015,19.29824561
CHE,Switzerland,pr_f,2015,28.86178862
CYP,Cyprus,pr_f,2015,12.5
CZE,Czechia,pr_f,2015,19.57295374
DEU,Germany,pr_f,2015,36.85714286
DNK,Denmark,pr_f,2015,37.4301676
ESP,Spain,pr_f,2015,37.98701299
EST,Estonia,pr_f,2015,23.76237624
FIN,Finland,pr_f,2015,41.5
FRA,France,pr_f,2015,25.72972973
GBR,United Kingdom,pr_f,2015,26.74581006
GRC,Greece,pr_f,2015,19.66666667
HRV,Croatia,pr_f,2015,15.23178808
HUN,Hungary,pr_f,2015,10.1010101
IRL,Ireland,pr_f,2015,19.91150442
ISL,Iceland,pr_f,2015,41.26984127
ITA,Italy,pr_f,2015,30.07360673
LTU,Lithuania,pr_f,2015,23.40425532
LUX,Luxembourg,pr_f,2015,28.33333333
LVA,Latvia,pr_f,2015,18.0
MKD,North Macedonia,pr_f,2015,33.33333333
MLT,Malta,pr_f,2015,12.85714286
MNE,Montenegro,pr_f,2015,17.28395062
NLD,Netherlands,pr_f,2015,36.44444444
NOR,Norway,pr_f,2015,39.64497041
POL,Poland,pr_f,2015,24.82142857
PRT,Portugal,pr_f,2015,34.7826087
ROU,Romania,pr_f,2015,11.95079086
SRB,Serbia,pr_f,2015,34.0
SVK,Slovakia,pr_f,2015,18.66666667
SVN,Slovenia,pr_f,2015,27.69230769
SWE,Sweden,pr_f,2015,43.5530086
UKR,Ukraine,pr_f,2015,12.08530806
ALB,Albania,pr_f,2016,22.85714286
AUT,Austria,pr_f,2016,30.32786885
BEL,Belgium,pr_f,2016,42.38095238
BGR,Bulgaria,pr_f,2016,20.41666667
BIH,Bosnia and Herzegovina,pr_f,2016,19.29824561
CHE,Switzerland,pr_f,2016,28.86178862
CYP,Cyprus,pr_f,2016,17.85714286
CZE,Czechia,pr_f,2016,19.64285714
DEU,Germany,pr_f,2016,36.85714286
DNK,Denmark,pr_f,2016,37.4301676
ESP,Spain,pr_f,2016,38.63636364
EST,Estonia,pr_f,2016,23.76237624
FIN,Finland,pr_f,2016,41.5
FRA,France,pr_f,2016,25.72972973
GBR,United Kingdom,pr_f,2016,27.3480663
GRC,Greece,pr_f,2016,19.66666667
HRV,Croatia,pr_f,2016,12.58278146
HUN,Hungary,pr_f,2016,10.1010101
IRL,Ireland,pr_f,2016,24.31192661
ISL,Iceland,pr_f,2016,47.61904762
ITA,Italy,pr_f,2016,30.07360673
LTU,Lithuania,pr_f,2016,21.27659574
LUX,Luxembourg,pr_f,2016,28.33333333
LVA,Latvia,pr_f,2016,18.0
MKD,North Macedonia,pr_f,2016,33.33333333
MLT,Malta,pr_f,2016,12.85714286
MNE,Montenegro,pr_f,2016,23.45679012
NLD,Netherlands,pr_f,2016,36.44444444
NOR,Norway,pr_f,2016,39.64497041
POL,Poland,pr_f,2016,24.82142857
PRT,Portugal,pr_f,2016,34.7826087
ROU,Romania,pr_f,2016,11.95079086
SRB,Serbia,pr_f,2016,34.0
SVK,Slovakia,pr_f,2016,20.0
SVN,Slovenia,pr_f,2016,27.69230769
SWE,Sweden,pr_f,2016,43.5530086
UKR,Ukraine,pr_f,2016,12.01923077
ALB,Albania,pr_f,2017,27.85714286
AUT,Austria,pr_f,2017,33.60655738
BEL,Belgium,pr_f,2017,41.42857143
BGR,Bulgaria,pr_f,2017,23.75
BIH,Bosnia and Herzegovina,pr_f,2017,19.29824561
CHE,Switzerland,pr_f,2017,29.26829268
CYP,Cyprus,pr_f,2017,17.85714286
CZE,Czechia,pr_f,2017,21.07142857
DEU,Germany,pr_f,2017,31.49100257
DNK,Denmark,pr_f,2017,37.4301676
ESP,Spain,pr_f,2017,38.63636364
EST,Estonia,pr_f,2017,26.73267327
FIN,Finland,pr_f,2017,42.0
FRA,France,pr_f,2017,35.35135135
GBR,United Kingdom,pr_f,2017,28.52233677
GRC,Greece,pr_f,2017,18.33333333
HRV,Croatia,pr_f,2017,18.54304636
HUN,Hungary,pr_f,2017,10.05025126
IRL,Ireland,pr_f,2017,24.31192661
ISL,Iceland,pr_f,2017,38.0952381
ITA,Italy,pr_f,2017,30.10526316
LTU,Lithuania,pr_f,2017,21.27659574
LUX,Luxembourg,pr_f,2017,28.33333333
LVA,Latvia,pr_f,2017,16.0
MKD,North Macedonia,pr_f,2017,37.5
MLT,Malta,pr_f,2017,11.94029851
MNE,Montenegro,pr_f,2017,23.45679012
NLD,Netherlands,pr_f,2017,35.55555556
NOR,Norway,pr_f,2017,41.42011834
POL,Poland,pr_f,2017,25.53571429
PRT,Portugal,pr_f,2017,34.7826087
ROU,Romania,pr_f,2017,18.70967742
SRB,Serbia,pr_f,2017,34.4
SVK,Slovakia,pr_f,2017,20.0
SVN,Slovenia,pr_f,2017,28.68217054
SWE,Sweden,pr_f,2017,43.5530086
UKR,Ukraine,pr_f,2017,12.29314421
ALB,Albania,pr_f,2018,27.85714286
AUT,Austria,pr_f,2018,34.83606557
BEL,Belgium,pr_f,2018,41.42857143
BGR,Bulgaria,pr_f,2018,23.75
BIH,Bosnia and Herzegovina,pr_f,2018,19.29824561
CHE,Switzerland,pr_f,2018,29.26829268
CYP,Cyprus,pr_f,2018,17.85714286
CZE,Czechia,pr_f,2018,20.28469751
DEU,Germany,pr_f,2018,31.49100257
DNK,Denmark,pr_f,2018,37.4301676
ESP,Spain,pr_f,2018,38.63636364
EST,Estonia,pr_f,2018,26.73267327
FIN,Finland,pr_f,2018,42.0
FRA,France,pr_f,2018,35.71428571
GBR,United Kingdom,pr_f,2018,28.93823734
GRC,Greece,pr_f,2018,18.66666667
HRV,Croatia,pr_f,2018,18.54304636
HUN,Hungary,pr_f,2018,12.56281407
IRL,Ireland,pr_f,2018,24.31192661
ISL,Iceland,pr_f,2018,38.0952381
ITA,Italy,pr_f,2018,35.57894737
LTU,Lithuania,pr_f,2018,21.27659574
LUX,Luxembourg,pr_f,2018,20.0
LVA,Latvia,pr_f,2018,31.0
MKD,North Macedonia,pr_f,2018,38.33333333
MLT,Malta,pr_f,2018,11.94029851
MNE,Montenegro,pr_f,2018,23.45679012
NLD,Netherlands,pr_f,2018,35.55555556
NOR,Norway,pr_f,2018,41.42011834
POL,Poland,pr_f,2018,25.53571429
PRT,Portugal,pr_f,2018,34.7826087
ROU,Romania,pr_f,2018,18.70967742
SRB,Serbia,pr_f,2018,34.4
SVK,Slovakia,pr_f,2018,20.0
SVN,Slovenia,pr_f,2018,20.0
SWE,Sweden,pr_f,2018,46.13180516
UKR,Ukraine,pr_f,2018,12.29314421
ALB,Albania,pr_f,2019,29.50819672
AUT,Austria,pr_f,2019,38.52459016
BEL,Belgium,pr_f,2019,43.33333333
BGR,Bulgaria,pr_f,2019,25.83333333
BIH,Bosnia and Herzegovina,pr_f,2019,21.05263158
CHE,Switzerland,pr_f,2019,38.61788618
CYP,Cyprus,pr_f,2019,17.85714286
CZE,Czechia,pr_f,2019,20.6405694
DEU,Germany,pr_f,2019,31.61953728
DNK,Denmark,pr_f,2019,39.10614525
ESP,Spain,pr_f,2019,41.85667752
EST,Estonia,pr_f,2019,29.7029703
FIN,Finland,pr_f,2019,47.0
FRA,France,pr_f,2019,36.86486486
GBR,United Kingdom,pr_f,2019,28.90896456
GRC,Greece,pr_f,2019,20.66666667
HRV,Croatia,pr_f,2019,20.52980132
